"code             ","rgb             ","hex    ","name                  ","category                       "
"3522 U           ","rgb(0,135,83)   ","#008753","                      ","Graphic Designers              "
"P 137-8 C        ","rgb(0,136,82)   ","#008852","                      ","Graphic Designers              "
"2418 U           ","rgb(0,135,89)   ","#008759","                      ","Graphic Designers              "
"341 CP           ","rgb(0,132,91)   ","#00845B","                      ","Graphic Designers              "
"7725 C           ","rgb(0,135,85)   ","#008755","                      ","Graphic Designers              "
"7725 CP          ","rgb(0,140,85)   ","#008C55","                      ","Graphic Designers              "
"2245 XGC         ","rgb(0,139,93)   ","#008B5D","                      ","Graphic Designers              "
"3536 U           ","rgb(0,135,95)   ","#00875F","                      ","Graphic Designers              "
"7725 XGC         ","rgb(0,138,89)   ","#008A59","                      ","Graphic Designers              "
"P 134-8 C        ","rgb(0,130,103)  ","#008267","                      ","Graphic Designers              "
"3288 XGC         ","rgb(0,134,105)  ","#008669","                      ","Graphic Designers              "
"3295 CP          ","rgb(0,131,107)  ","#00836B","                      ","Graphic Designers              "
"3536 UP          ","rgb(0,139,99)   ","#008B63","                      ","Graphic Designers              "
"569 XGC          ","rgb(0,132,107)  ","#00846B","                      ","Graphic Designers              "
"P 130-16 U       ","rgb(0,128,106)  ","#00806A","                      ","Graphic Designers              "
"P 132-6 C        ","rgb(13,121,106) ","#0D796A","                      ","Graphic Designers              "
"327 C            ","rgb(0,134,117)  ","#008675","                      ","Graphic Designers              "
"P 127-16 U       ","rgb(0,134,116)  ","#008674","                      ","Graphic Designers              "
"P 131-15 C       ","rgb(0,131,115)  ","#008373","                      ","Graphic Designers              "
"P 131-8 C        ","rgb(0,134,112)  ","#008670","                      ","Graphic Designers              "
"P 134-7 C        ","rgb(0,139,113)  ","#008B71","                      ","Graphic Designers              "
"2403 C           ","rgb(0,137,123)  ","#00897B","                      ","Graphic Designers              "
"2403 CP          ","rgb(0,133,122)  ","#00857A","                      ","Graphic Designers              "
"327 XGC          ","rgb(0,137,118)  ","#008976","                      ","Graphic Designers              "
"3282 C           ","rgb(0,133,120)  ","#008578","                      ","Graphic Designers              "
"3282 XGC         ","rgb(0,137,123)  ","#00897B","                      ","Graphic Designers              "
"7717 C           ","rgb(0,133,125)  ","#00857D","                      ","Graphic Designers              "
"7717 XGC         ","rgb(0,133,125)  ","#00857D","                      ","Graphic Designers              "
"P 124-16 U       ","rgb(0,137,122)  ","#00897A","                      ","Graphic Designers              "
"P 128-7 C        ","rgb(0,136,124)  ","#00887C","                      ","Graphic Designers              "
"P 130-16 C       ","rgb(0,138,117)  ","#008A75","                      ","Graphic Designers              "
"3282 U           ","rgb(0,135,128)  ","#008780","                      ","Graphic Designers              "
"P 122-15 C       ","rgb(0,131,136)  ","#008388","                      ","Graphic Designers              "
"2237 C           ","rgb(5,134,142)  ","#05868E","                      ","Graphic Designers              "
"7713 XGC         ","rgb(0,131,146)  ","#008392","                      ","Graphic Designers              "
"P 121-16 U       ","rgb(0,136,137)  ","#008889","                      ","Graphic Designers              "
"P 124-16 C       ","rgb(0,139,138)  ","#008B8A","                      ","Graphic Designers              "
"P 125-7 C        ","rgb(0,136,138)  ","#00888A","                      ","Graphic Designers              "
"321 C            ","rgb(0,140,149)  ","#008C95","                      ","Graphic Designers              "
"7712 C           ","rgb(0,133,155)  ","#00859B","                      ","Graphic Designers              "
"7712 CP          ","rgb(0,136,155)  ","#00889B","                      ","Graphic Designers              "
"P 121-16 C       ","rgb(0,141,150)  ","#008D96","                      ","Graphic Designers              "
"2230 C           ","rgb(0,140,160)  ","#008CA0","                      ","Graphic Designers              "
"314 UP           ","rgb(0,136,160)  ","#0088A0","                      ","Graphic Designers              "
"314 XGC          ","rgb(0,130,163)  ","#0082A3","                      ","Graphic Designers              "
"7712 XGC         ","rgb(0,137,160)  ","#0089A0","                      ","Graphic Designers              "
"P 118-16 U       ","rgb(0,134,163)  ","#0086A3","                      ","Graphic Designers              "
"P 119-14 C       ","rgb(0,133,162)  ","#0085A2","                      ","Graphic Designers              "
"2203 C           ","rgb(0,135,174)  ","#0087AE","                      ","Graphic Designers              "
"2391 XGC         ","rgb(0,134,169)  ","#0086A9","                      ","Graphic Designers              "
"307 UP           ","rgb(7,128,167)  ","#0780A7","                      ","Graphic Designers              "
"314 CP           ","rgb(0,132,172)  ","#0084AC","                      ","Graphic Designers              "
"7704 C           ","rgb(0,133,173)  ","#0085AD","                      ","Graphic Designers              "
"P 116-15 C       ","rgb(0,132,176)  ","#0084B0","                      ","Graphic Designers              "
"P 119-7 C        ","rgb(0,134,168)  ","#0086A8","                      ","Graphic Designers              "
"10278 C          ","rgb(0,136,175)  ","#0088AF","                      ","Graphic Designers              "
"7460 XGC         ","rgb(0,135,184)  ","#0087B8","                      ","Graphic Designers              "
"7704 XGC         ","rgb(0,138,179)  ","#008AB3","                      ","Graphic Designers              "
"P 113-6 C        ","rgb(0,134,183)  ","#0086B7","                      ","Graphic Designers              "
"P 118-16 C       ","rgb(0,141,180)  ","#008DB4","                      ","Graphic Designers              "
"640 U            ","rgb(0,138,186)  ","#008ABA","                      ","Graphic Designers              "
"P 116-7 C        ","rgb(0,140,189)  ","#008CBD","                      ","Graphic Designers              "
"2192 UP          ","rgb(22,149,208) ","#1695D0","                      ","Graphic Designers              "
"P 112-14 C       ","rgb(16,149,200) ","#1095C8","                      ","Graphic Designers              "
"2995 CP          ","rgb(0,173,230)  ","#00ADE6","                      ","Graphic Designers              "
"2995 C           ","rgb(0,169,224)  ","#00A9E0","                      ","Graphic Designers              "
"2271 C           ","rgb(0,187,49)   ","#00BB31","                      ","Graphic Designers              "
"2271 XGC         ","rgb(0,184,48)   ","#00B830","                      ","Graphic Designers              "
"2421 C           ","rgb(49,183,0)   ","#31B700","                      ","Graphic Designers              "
"2422 CP          ","rgb(47,158,49)  ","#2F9E31","                      ","Graphic Designers              "
"3539 CP          ","rgb(54,152,44)  ","#36982C","                      ","Graphic Designers              "
"P 148-8 C        ","rgb(32,156,60)  ","#209C3C","                      ","Graphic Designers              "
"P 152-8 C        ","rgb(60,132,55)  ","#3C8437","                      ","Graphic Designers              "
"347 C            ","rgb(0,154,68)   ","#009A44","                      ","Graphic Designers              "
"347 XGC          ","rgb(0,154,68)   ","#009A44","                      ","Graphic Designers              "
"P 145-8 C        ","rgb(0,154,68)   ","#009A44","                      ","Graphic Designers              "
"2252 CP          ","rgb(0,147,73)   ","#009349","                      ","Graphic Designers              "
"P 136-16 C       ","rgb(0,142,96)   ","#008E60","                      ","Graphic Designers              "
"2251 CP          ","rgb(0,151,93)   ","#00975D","                      ","Graphic Designers              "
"2418 UP          ","rgb(5,137,98)   ","#058962","                      ","Graphic Designers              "
